Rower Id,gx,gy,gz,sax,say,saz,rx,ry,Rower Id,gx,gy,gz,sax,say,saz,rx,ry,Rower Id,gx,gy,gz,sax,say,saz,rx,ry,Rower Id,gx,gy,gz,sax,say,saz,rx,ry,Timestamp
0,56.5,-310.0,-86.5,-0.1761474609375,-0.61669921875,-0.814453125,-36.504249696803065,9.783030916006554,1,-2208.6666666666665,-551.6666666666666,-333.0,1.0365397135416667,-0.21834309895833334,0.400146484375,-11.117637869990418,-66.26120382251986,2,-445.0,320.0,22.0,-0.5877685546875,-0.365478515625,-0.74169921875,-21.115714757784197,35.40796491514986,3,58.5,213.5,-49.5,0.28857421875,0.4334716796875,-0.7552490234375,28.19849971746094,-18.33429648530117,2021-03-23 09:15:08.890038
0,48.5,-296.5,-68.5,-0.171142578125,-0.6192626953125,-0.8214111328125,-36.42897424790915,9.445361388577068,1,-2215.0,-467.0,-341.0,1.0377197265625,-0.2183837890625,0.4041748046875,-11.09477068000955,-66.12071648100704,2,-434.0,303.5,23.0,-0.5865478515625,-0.363525390625,-0.743896484375,-20.993581539407963,35.31451612253382,3,50.333333333333336,203.33333333333334,-44.0,0.2980143229166667,0.4326171875,-0.7737630208333334,27.552641464706664,-18.58147019622954,2021-03-23 09:15:09.394956
0,43.0,-314.3333333333333,-77.0,-0.15909830729166666,-0.6153157552083334,-0.8238118489583334,-36.25719708293619,8.796038165589735,1,-2214.5,-451.5,-338.0,1.036376953125,-0.2216796875,0.399169921875,-11.288150712296327,-66.22327411249063,2,-451.0,302.5,28.0,-0.5826416015625,-0.3594970703125,-0.742431640625,-20.85285036639972,35.23708609904653,3,60.5,202.5,-48.0,0.2933349609375,0.4324951171875,-0.76220703125,27.904470093022724,-18.506905782147943,2021-03-23 09:15:09.899028
0,76.5,-305.5,-79.0,-0.1732177734375,-0.6182861328125,-0.8248291015625,-36.26399158821273,9.537433654396906,1,-2223.5,-494.5,-339.5,1.0413818359375,-0.217529296875,0.4033203125,-11.022087865314795,-66.24735766212711,2,-445.0,320.0,28.0,-0.590087890625,-0.3619384765625,-0.7486572265625,-20.790995471910506,35.35999506444779,3,49.5,214.5,-49.5,0.2896728515625,0.4287109375,-0.77001953125,27.527043324046694,-18.195048099966655,2021-03-23 09:15:10.403342
0,44.5,-303.5,-79.0,-0.1661376953125,-0.6129150390625,-0.8348388671875,-35.755488055826206,9.111721394669338,1,-2221.6666666666665,-567.3333333333334,-346.6666666666667,1.0342610677083333,-0.216796875,0.4003092447916667,-11.060934125302907,-66.24158181177445,2,-442.3333333333333,315.0,-52.0,-0.5889485677083334,-0.36328125,-0.7413736979166666,-20.988393757859175,35.50371991054359,3,33.0,204.5,-12.5,0.296875,0.43212890625,-0.7630615234375,27.823580184698617,-18.703242682433725,2021-03-23 09:15:10.907147
0,57.5,-311.0,-91.5,-0.1732177734375,-0.6177978515625,-0.8232421875,-36.29224200784372,9.553862452111069,1,-2203.0,-466.5,-346.5,1.0362548828125,-0.2186279296875,0.40234375,-11.126427748291759,-66.15899768020424,2,-454.0,295.5,42.5,-0.5880126953125,-0.3643798828125,-0.7578125,-20.80170029868365,34.96504082021059,3,41.5,226.5,-63.0,0.2886962890625,0.434326171875,-0.76611328125,27.94866679576138,-18.14966553944479,2021-03-23 09:15:11.408127
0,41.0,-302.0,-90.5,-0.1707763671875,-0.6177978515625,-0.82861328125,-36.13807049904187,9.382129319324331,1,-2231.5,-478.0,-331.0,1.0364990234375,-0.218994140625,0.400634765625,-11.148570001270816,-66.22614536748415,2,-452.0,324.0,28.5,-0.5882568359375,-0.3636474609375,-0.742919921875,-20.994318142653235,35.42000297688017,3,53.0,199.66666666666666,156.33333333333334,0.290771484375,0.4313151041666667,-0.7689615885416666,27.68352454246234,-18.25419712418912,2021-03-23 09:15:11.909455
0,64.0,-308.0,-90.0,-0.1734619140625,-0.6192626953125,-0.8309326171875,-36.112700788023645,9.501977361766336,1,-2215.5,-464.0,-325.5,1.03466796875,-0.2275390625,0.3974609375,-11.601043770037098,-66.12297423686816,2,-450.0,309.5,-119.5,-0.5863037109375,-0.35595703125,-0.7490234375,-20.515713607444052,35.258999744817245,3,53.5,212.5,-50.5,0.290283203125,0.432861328125,-0.75830078125,28.062462344688832,-18.389604981794477,2021-03-23 09:15:12.409875
0,39.666666666666664,-287.3333333333333,-77.0,-0.17268880208333334,-0.615234375,-0.8251953125,-36.11981811443652,9.523842818989229,1,-2213.5,-492.5,-350.5,1.0350341796875,-0.217529296875,0.39599609375,-11.105437882027442,-66.41789341902185,2,-449.5,309.0,48.0,-0.59033203125,-0.3648681640625,-0.7462158203125,-20.980676248641025,35.40093698528777,3,31.5,209.5,93.5,0.2891845703125,0.4278564453125,-0.7613525390625,27.71569132223702,-18.32148362008201,2021-03-23 09:15:12.911459
0,55.5,-293.5,-84.5,-0.1787109375,-0.625244140625,-0.8353271484375,-36.199898992654425,9.717799538633892,1,-2231.3333333333335,-471.6666666666667,-341.6666666666667,1.0364583333333333,-0.21980794270833334,0.4007975260416667,-11.188917393331295,-66.20063900109523,2,-444.3333333333333,317.3333333333333,19.0,-0.5843098958333334,-0.3616536458333333,-0.7438151041666666,-20.92431987001733,35.24043437857126,3,36.5,200.0,103.5,0.2899169921875,0.4290771484375,-0.7718505859375,27.49447413662096,-18.17441172992622,2021-03-23 09:15:13.412992
0,50.0,-315.5,-86.5,-0.181640625,-0.6165771484375,-0.83203125,-35.904406808748064,9.949103110586188,1,-2227.5,-490.5,-309.5,1.037109375,-0.2171630859375,0.4010009765625,-11.050759326779048,-66.26437598070974,2,-447.0,308.0,19.0,-0.58349609375,-0.365478515625,-0.741455078125,-21.174057123270522,35.21686205920828,3,52.5,216.5,-32.5,0.2880859375,0.430908203125,-0.7591552734375,27.95770107834499,-18.262131558154614,2021-03-23 09:15:13.913765
0,44.5,-296.5,-73.5,-0.169677734375,-0.6160888671875,-0.828125,-36.08632489662843,9.335222290797585,1,-2238.5,-471.0,-328.5,1.037109375,-0.21044921875,0.399169921875,-10.723205176978901,-66.48510925153008,2,-452.5,302.5,14.5,-0.5845947265625,-0.3612060546875,-0.7457275390625,-20.866836600339447,35.20366771081078,3,55.0,208.0,-46.0,0.290283203125,0.4344075520833333,-0.7665201822916666,27.92371136883841,-18.236323275868987,2021-03-23 09:15:14.415203
0,24.0,-303.0,-88.0,-0.17578125,-0.6142578125,-0.836669921875,-35.69663904142538,9.612130384144022,1,-2215.5,-479.5,-358.5,1.0360107421875,-0.21826171875,0.3990478515625,-11.122270647027728,-66.29710107573038,2,-444.5,321.5,45.5,-0.58544921875,-0.361572265625,-0.744140625,-20.90153246010562,35.28393950713737,3,62.0,213.5,-31.5,0.2939453125,0.4326171875,-0.7623291015625,27.901006414685334,-18.5388604827988,2021-03-23 09:15:14.917283
0,0,0,0,0,0,0,0,0,1,-2221.0,-490.0,-365.0,1.03076171875,-0.218017578125,0.40087890625,-11.151599472925117,-66.12055677549898,2,-455.0,313.5,38.5,-0.590576171875,-0.364013671875,-0.74560546875,-20.94196773055624,35.44253090040627,3,34.5,208.0,-39.0,0.2919921875,0.431884765625,-0.7667236328125,27.762743024537578,-18.35651290570725,2021-03-23 09:15:15.418381
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,-443.0,326.0,26.0,-0.5927734375,-0.360595703125,-0.743408203125,-20.769322557638215,35.65673031449294,3,37.0,205.5,-13.0,0.289794921875,0.4296875,-0.7581787109375,27.89625436985333,-18.392407951096114,2021-03-23 09:15:15.918953
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2021-03-23 09:15:16.421492
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2021-03-23 09:15:16.922619
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2021-03-23 09:15:17.423089
