
0,33.0,-308.5,-72.5,0.422119140625,-0.6259765625,-0.720947265625,-36.84339244446167,-23.850827939854366,1,55.0,-303.5,-82.5,0.4285888671875,-0.6226806640625,-0.7227783203125,-36.538374767824706,-24.189610584288243,2,49.5,-297.0,-79.0,0.4173583984375,-0.6265869140625,-0.716796875,-37.0684635702502,-23.67127996296711,3,62.0,-307.0,-82.5,0.4296875,-0.6265869140625,-0.7186279296875,-36.810025249401875,-24.259312977666955,2021-03-22 04:53:13.193843
0,65.0,-309.5,-68.0,0.412109375,-0.6202392578125,-0.7161865234375,-36.894633533786696,-23.507670038950977,1,43.0,-317.0,-62.5,0.4200439453125,-0.625,-0.71728515625,-36.939599854015995,-23.823188156086736,2,36.0,-290.0,-112.0,0.42138671875,-0.639892578125,-0.724365234375,-37.364624785912554,-23.556330555009534,3,46.0,-298.0,-59.0,0.41748046875,-0.627685546875,-0.720458984375,-37.00958274352761,-23.60084439308708,2021-03-22 04:53:13.694406
0,43.0,-300.0,-108.0,0.418701171875,-0.640625,-0.72998046875,-37.28046443036607,-23.321243829533206,1,51.5,-309.5,-68.0,0.4207763671875,-0.6298828125,-0.7154541015625,-37.187901744307624,-23.8198817907379,2,49.0,-307.0,-95.0,0.426513671875,-0.6331787109375,-0.722900390625,-37.02940075400777,-23.931521951955645,3,59.0,-316.5,-72.5,0.4124755859375,-0.6329345703125,-0.7197265625,-37.34235473389633,-23.286020048098408,2021-03-22 04:53:14.198918
0,48.666666666666664,-293.6666666666667,-48.666666666666664,0.4166666666666667,-0.6227213541666666,-0.7149251302083334,-36.96461076123641,-23.72220055885698,1,61.5,-306.0,-55.0,0.41552734375,-0.628173828125,-0.7257080078125,-36.91306908809088,-23.408811787462884,2,39.5,-315.0,-72.5,0.4200439453125,-0.6234130859375,-0.7208251953125,-36.76630958192045,-23.785999670833654,3,56.666666666666664,-305.0,-72.33333333333333,0.417236328125,-0.6317545572916666,-0.7211100260416666,-37.172428588353675,-23.519571545871788,2021-03-22 04:53:14.702293
0,39.0,-304.0,-84.0,0.419677734375,-0.629150390625,-0.719970703125,-37.05124334580244,-23.698252326614792,1,47.0,-310.0,-86.0,0.4185791015625,-0.63134765625,-0.727294921875,-36.95455245499376,-23.491921289427662,2,66.0,-319.5,-55.0,0.4195556640625,-0.628662109375,-0.7237548828125,-36.92484793579604,-23.63617640084421,3,70.5,-306.5,-48.5,0.4195556640625,-0.6334228515625,-0.7286376953125,-36.992294364050004,-23.487156146864102,2021-03-22 04:53:15.202615
0,55.5,-313.5,-72.0,0.4180908203125,-0.6236572265625,-0.7236328125,-36.72886658875342,-23.640567807563013,1,33.5,-302.0,-81.5,0.420166015625,-0.618896484375,-0.7203369140625,-36.57871165349952,-23.86688596953534,2,64.0,-293.5,-62.0,0.4189453125,-0.6270751953125,-0.72119140625,-36.9375360975976,-23.671133292319674,3,66.0,-311.5,-76.0,0.42919921875,-0.624267578125,-0.723388671875,-36.575924228079025,-24.18712302525529,2021-03-22 04:53:15.704249
0,46.5,-294.0,-69.0,0.419921875,-0.628662109375,-0.7216796875,-36.97789107155545,-23.689383095432408,1,39.5,-321.5,-79.0,0.4193115234375,-0.6278076171875,-0.719482421875,-37.01197353152068,-23.706698719204738,2,45.5,-305.0,-70.5,0.4163818359375,-0.629638671875,-0.725341796875,-36.97365129672146,-23.43684597178651,3,52.5,-313.0,-73.0,0.4185791015625,-0.635498046875,-0.7227783203125,-37.26563000275751,-23.505662332278355,2021-03-22 04:53:16.207876
0,24.0,-284.5,-98.5,0.4256591796875,-0.6279296875,-0.722412109375,-36.82600892703734,-23.975029350152,1,65.5,-306.5,-72.0,0.4080810546875,-0.634765625,-0.71044921875,-37.76590674353862,-23.18910808618018,2,41.0,-298.5,-74.5,0.4232177734375,-0.6256103515625,-0.7177734375,-36.90300447282996,-23.965048116545006,3,39.5,-297.0,-113.0,0.4266357421875,-0.626220703125,-0.720703125,-36.7857797028954,-24.07509448641691,2021-03-22 04:53:16.711663
0,42.5,-292.0,-89.0,0.4195556640625,-0.6212158203125,-0.71923828125,-36.72315611681246,-23.82045211422296,1,31.0,-302.5,-103.0,0.4193115234375,-0.6280517578125,-0.71142578125,-37.25485211090078,-23.83840339520448,2,50.0,-312.5,-66.0,0.4219970703125,-0.6304931640625,-0.7198486328125,-37.07458241491332,-23.797109341464225,3,44.5,-302.5,-91.0,0.4176025390625,-0.6221923828125,-0.723876953125,-36.66697082158473,-23.628533224972728,2021-03-22 04:53:17.216166
0,66.5,-301.0,-57.5,0.41845703125,-0.628662109375,-0.730224609375,-36.758171690955,-23.474469226744404,1,48.5,-309.5,-54.5,0.4202880859375,-0.6246337890625,-0.7264404296875,-36.659359931005596,-23.686380142867417,2,35.0,-290.6666666666667,-95.0,0.4217122395833333,-0.6280924479166666,-0.7254231770833334,-36.816073324238495,-23.72509353029748,3,58.0,-307.0,-50.0,0.413330078125,-0.6334228515625,-0.72705078125,-37.13854711116766,-23.20338923368788,2021-03-22 04:53:17.721079
